Date mutation,Valeur fonciere,Commune,Code departement,Type local,Surface reelle bati,Nombre pieces principales,année,prix_m2
01/03/2024,100000.0,MINIAC-MORVAN,35,Maison,60.0,2.0,2024,1666.6666666666667
20/12/2024,562330.75,EPAUX BEZU,02,Maison,200.0,8.0,2024,2811.65375
11/03/2024,66000.0,CHATRES SUR CHER,41,Maison,57.0,4.0,2024,1157.8947368421052
26/12/2024,189000.0,LES HAUTS-D ANJOU,49,Maison,110.0,4.0,2024,1718.1818181818182
22/02/2024,656500.0,JANNEYRIAS,38,Maison,116.0,5.0,2024,5659.482758620689
05/04/2024,547150.0,AUDENGE,33,Maison,107.0,4.0,2024,5113.551401869159
31/10/2024,200000.0,AVIGNON,84,Maison,40.0,3.0,2024,5000.0
09/09/2024,130000.0,LYON 7EME,69,Appartement,23.0,1.0,2024,5652.173913043478
26/04/2024,180000.0,SAINT SYLVESTRE SUR LOT,47,Maison,89.0,4.0,2024,2022.4719101123596
03/04/2024,146250.0,TOULON,83,Appartement,79.0,4.0,2024,1851.26582278481
21/06/2024,125000.0,RIEUX,56,Maison,70.0,4.0,2024,1785.7142857142858
21/05/2024,450000.0,DUNKERQUE,59,Appartement,19.0,1.0,2024,23684.21052631579
17/10/2024,240000.0,SAINT OMER,62,Appartement,67.0,3.0,2024,3582.089552238806
04/04/2024,125800.0,CLERMONT FERRAND,63,Appartement,49.0,2.0,2024,2567.3469387755104
19/04/2024,237000.0,LYON 5EME,69,Appartement,20.0,1.0,2024,11850.0
17/06/2024,321450.0,ANTIBES,06,Appartement,67.0,3.0,2024,4797.761194029851
18/09/2024,248450.0,AIX EN PROVENCE,13,Appartement,70.0,4.0,2024,3549.285714285714
07/05/2024,575000.0,NICE,06,Appartement,111.0,4.0,2024,5180.18018018018
25/09/2024,120000.0,LE RAINCY,93,Appartement,37.0,2.0,2024,3243.2432432432433
31/05/2024,98000.0,AUXON,10,Maison,52.0,1.0,2024,1884.6153846153845
01/10/2024,263000.0,TOURS,37,Appartement,71.0,3.0,2024,3704.225352112676
31/10/2024,135000.0,BOURG-SAINT-MAURICE,73,Appartement,23.0,1.0,2024,5869.565217391304
02/12/2024,180000.0,SAINT-CHERON,91,Maison,51.0,2.0,2024,3529.4117647058824
27/06/2024,195000.0,PARIS 09,75,Appartement,23.0,1.0,2024,8478.260869565218
02/09/2024,385000.0,PLOUEZEC,22,Maison,112.0,5.0,2024,3437.5
06/11/2024,88830.0,TOULOUSE,31,Appartement,25.0,1.0,2024,3553.2
15/11/2024,349900.0,CUVERVILLE,14,Maison,162.0,6.0,2024,2159.8765432098767
15/01/2024,276000.0,LORIENT,56,Maison,106.0,4.0,2024,2603.7735849056603
30/09/2024,182000.0,SAINT-MELOIR-DES-ONDES,35,Maison,68.0,3.0,2024,2676.470588235294
08/08/2024,280000.0,MONTFERRAND LE CHATEAU,25,Appartement,45.0,2.0,2024,6222.222222222223
31/05/2024,390000.0,MANTES-LA-VILLE,78,Maison,70.0,4.0,2024,5571.428571428572
21/05/2024,1100000.0,LEVALLOIS-PERRET,92,Appartement,109.0,5.0,2024,10091.743119266055
20/03/2024,196600.0,PORTES LES VALENCE,26,Maison,106.0,5.0,2024,1854.7169811320755
12/04/2024,661900.0,BIOT,06,Maison,147.0,5.0,2024,4502.721088435374
22/01/2024,575000.0,MONTEPILLOY,60,Maison,156.0,4.0,2024,3685.897435897436
01/08/2024,242500.0,GIROUSSENS,81,Maison,100.0,4.0,2024,2425.0
02/09/2024,930000.0,PORNIC,44,Maison,170.0,6.0,2024,5470.588235294118
23/04/2024,197000.0,SAINT-GERMAIN-LANGOT,14,Maison,106.0,4.0,2024,1858.4905660377358
12/04/2024,205000.0,SURY-AUX-BOIS,45,Maison,90.0,2.0,2024,2277.777777777778
26/04/2024,315000.0,LUZILLE,37,Maison,63.0,4.0,2024,5000.0
21/06/2024,82000.0,TARASCON,13,Appartement,39.0,1.0,2024,2102.5641025641025
03/06/2024,145000.0,THONON LES BAINS,74,Appartement,39.0,1.0,2024,3717.948717948718
13/06/2024,110000.0,MENAT,63,Maison,105.0,4.0,2024,1047.6190476190477
11/09/2024,180000.0,LE HAVRE,76,Appartement,65.0,3.0,2024,2769.230769230769
17/09/2024,140000.0,PARNAC,46,Maison,79.0,3.0,2024,1772.1518987341772
13/12/2024,113000.0,MARSEILLE 8EME,13,Appartement,30.0,1.0,2024,3766.6666666666665
17/05/2024,632200.0,COURBEVOIE,92,Appartement,97.0,4.0,2024,6517.525773195876
20/09/2024,105000.0,LA COURNEUVE,93,Appartement,31.0,2.0,2024,3387.0967741935483
27/05/2024,183800.0,GRASSE,06,Appartement,69.0,3.0,2024,2663.768115942029
26/03/2024,610100.0,L UNION,31,Maison,129.0,4.0,2024,4729.457364341085
28/10/2024,250000.0,GOLBEY,88,Appartement,63.0,3.0,2024,3968.253968253968
09/09/2024,45883.0,TROUVILLE-SUR-MER,14,Appartement,26.0,1.0,2024,1764.7307692307693
13/05/2024,170000.0,CLISSON,44,Maison,74.0,4.0,2024,2297.2972972972975
30/10/2024,54000.0,LORIOL SUR DROME,26,Appartement,73.0,3.0,2024,739.7260273972603
11/03/2024,68000.0,HENIN-BEAUMONT,62,Maison,78.0,4.0,2024,871.7948717948718
25/09/2024,123500.0,VESOUL,70,Appartement,96.0,4.0,2024,1286.4583333333333
19/11/2024,68000.0,REILLANNE,04,Maison,30.0,0.0,2024,2266.6666666666665
26/04/2024,209780.0,AIRE-SUR-LA-LYS,62,Maison,113.0,6.0,2024,1856.4601769911505
02/05/2024,147000.0,BOUZAIS,18,Maison,92.0,3.0,2024,1597.8260869565217
16/02/2024,230000.0,CHERBOURG-EN-COTENTIN,50,Maison,70.0,3.0,2024,3285.714285714286
16/01/2024,501000.0,OLLIOULES,83,Maison,115.0,3.0,2024,4356.521739130435
30/04/2024,321000.0,LE PEAGE-DE-ROUSSILLON,38,Maison,77.0,3.0,2024,4168.831168831169
27/08/2024,69900.0,DIJON,21,Appartement,33.0,3.0,2024,2118.181818181818
10/04/2024,460000.0,LA POSSESSION,974,Appartement,65.0,3.0,2024,7076.923076923077
29/10/2024,315000.0,NIMES,30,Maison,86.0,4.0,2024,3662.7906976744184
18/09/2024,275000.0,BOURGOIN-JALLIEU,38,Maison,85.0,2.0,2024,3235.294117647059
18/09/2024,150000.0,SEVREMONT,85,Maison,80.0,3.0,2024,1875.0
29/07/2024,292000.0,POITIERS,86,Maison,88.0,4.0,2024,3318.181818181818
31/05/2024,112000.0,MANSLE-LES-FONTAINES,16,Maison,100.0,3.0,2024,1120.0
29/05/2024,691900.0,PARIS 10,75,Appartement,36.0,2.0,2024,19219.444444444445
21/05/2024,355000.0,LACENAS,69,Maison,104.0,4.0,2024,3413.4615384615386
31/05/2024,95000.0,QUEBRIAC,35,Maison,45.0,1.0,2024,2111.1111111111113
29/10/2024,129997.0,EPIEDS-EN-BEAUCE,45,Maison,64.0,3.0,2024,2031.203125
20/12/2024,1405050.0,SEIGNOSSE,40,Maison,78.0,3.0,2024,18013.46153846154
07/03/2024,10000.0,GRUNY,80,Maison,89.0,3.0,2024,112.35955056179775
23/09/2024,183500.0,LA ROCHELLE,17,Appartement,37.0,2.0,2024,4959.459459459459
30/05/2024,49100.0,SAINT GEORGES DES GROSEILLERS,61,Appartement,49.0,2.0,2024,1002.0408163265306
16/07/2024,220000.0,VILLE-LA-GRAND,74,Appartement,50.0,2.0,2024,4400.0
01/07/2024,240000.0,TORCY,77,Appartement,79.0,4.0,2024,3037.974683544304
15/04/2024,145000.0,BEGLES,33,Appartement,40.0,2.0,2024,3625.0
23/12/2024,265000.0,LAGNY-SUR-MARNE,77,Maison,112.0,5.0,2024,2366.0714285714284
15/05/2024,1560000.0,LE LAVANDOU,83,Maison,85.0,4.0,2024,18352.941176470587
03/09/2024,318900.0,DIE,26,Maison,105.0,3.0,2024,3037.1428571428573
28/10/2024,409000.0,PARIS 15,75,Appartement,38.0,2.0,2024,10763.157894736842
12/03/2024,165000.0,REIMS,51,Appartement,64.0,3.0,2024,2578.125
24/01/2024,39000.0,PEZENAS,34,Appartement,20.0,1.0,2024,1950.0
30/01/2024,815000.0,ROUEN,76,Appartement,60.0,4.0,2024,13583.333333333334
04/04/2024,145000.0,LE LUC,83,Appartement,42.0,2.0,2024,3452.3809523809523
26/06/2024,186000.0,ALES,30,Maison,110.0,6.0,2024,1690.909090909091
15/07/2024,123030.0,VAULX EN VELIN,69,Appartement,53.0,3.0,2024,2321.3207547169814
23/08/2024,109550.0,LEVALLOIS-PERRET,92,Appartement,20.0,1.0,2024,5477.5
20/09/2024,179055.0,BAIE MAHAULT,971,Appartement,58.0,3.0,2024,3087.155172413793
05/06/2024,132900.0,AVON,77,Appartement,64.0,3.0,2024,2076.5625
02/10/2024,250000.0,BAGE-LE-CHATEL,01,Maison,122.0,4.0,2024,2049.1803278688526
18/01/2024,15000.0,LAUZERTE,82,Maison,56.0,2.0,2024,267.85714285714283
05/01/2024,75000.0,STE OPPORTUNE DU BOSC,27,Maison,69.0,2.0,2024,1086.9565217391305
23/10/2024,132500.0,LA CHASSAGNE,39,Maison,106.0,6.0,2024,1250.0
05/09/2024,294630.0,CHALLEX,01,Maison,160.0,6.0,2024,1841.4375
03/07/2024,125000.0,MARCIAC,32,Maison,74.0,3.0,2024,1689.1891891891892
31/07/2024,512000.0,CERNAY-LA-VILLE,78,Maison,133.0,5.0,2024,3849.624060150376
15/11/2024,150000.0,OTHIS,77,Appartement,39.0,2.0,2024,3846.153846153846
12/01/2024,280000.0,SULLY,71,Maison,128.0,5.0,2024,2187.5
10/06/2024,175000.0,TOULOUSE,31,Appartement,40.0,2.0,2024,4375.0
20/09/2024,349500.0,BETTON,35,Maison,109.0,6.0,2024,3206.422018348624
25/10/2024,276400.0,RIOM,63,Maison,110.0,3.0,2024,2512.7272727272725
14/03/2024,77000.0,TULLINS,38,Appartement,55.0,2.0,2024,1400.0
23/09/2024,350000.0,AGEN,47,Maison,48.0,3.0,2024,7291.666666666667
18/06/2024,101000.0,MEULAN-EN-YVELINES,78,Appartement,62.0,3.0,2024,1629.032258064516
02/04/2024,139000.0,GIBERVILLE,14,Appartement,45.0,2.0,2024,3088.8888888888887
19/08/2024,125000.0,SEILLANS,83,Maison,18.0,1.0,2024,6944.444444444444
27/11/2024,99000.0,OMONVILLE,76,Maison,147.0,6.0,2024,673.469387755102
30/04/2024,1000000.0,MARSEILLE 6EME,13,Appartement,83.0,3.0,2024,12048.192771084337
11/10/2024,358710.0,ASNIERES-SUR-SEINE,92,Appartement,59.0,3.0,2024,6079.830508474576
17/06/2024,140300.0,CHATELGUYON,63,Maison,89.0,4.0,2024,1576.4044943820224
30/09/2024,416055.0,BOURG-CHARENTE,16,Maison,283.0,9.0,2024,1470.1590106007068
02/08/2024,270000.0,LA CIOTAT,13,Appartement,25.0,1.0,2024,10800.0
03/07/2024,109000.0,RIOM,63,Appartement,93.0,4.0,2024,1172.0430107526881
25/06/2024,125000.0,LA LONDE LES MAURES,83,Appartement,43.0,2.0,2024,2906.9767441860463
19/12/2024,135000.0,ARGENT-SUR-SAULDRE,18,Maison,90.0,4.0,2024,1500.0
11/01/2024,1200000.0,COMBLOUX,74,Appartement,150.0,9.0,2024,8000.0
02/08/2024,210000.0,TORCY,77,Appartement,56.0,2.0,2024,3750.0
14/11/2024,166500.0,ROCHE SUR YON (LA),85,Maison,76.0,4.0,2024,2190.7894736842104
19/04/2024,180000.0,CAMARSAC,33,Maison,68.0,3.0,2024,2647.0588235294117
10/12/2024,157650.0,ROYAT,63,Appartement,64.0,2.0,2024,2463.28125
29/03/2024,137500.0,NICE,06,Appartement,50.0,2.0,2024,2750.0
26/03/2024,230000.0,VEYNES,05,Appartement,77.0,3.0,2024,2987.012987012987
14/03/2024,713000.0,PARIS 17,75,Appartement,73.0,3.0,2024,9767.123287671233
11/10/2024,63000.0,LANGEAC,43,Appartement,49.0,2.0,2024,1285.7142857142858
26/01/2024,156000.0,SEVRAN,93,Appartement,72.0,3.0,2024,2166.6666666666665
30/09/2024,368180.0,GARIDECH,31,Maison,116.0,4.0,2024,3173.9655172413795
27/09/2024,195071.0,ST MAIXENT L ECOLE,79,Maison,145.0,6.0,2024,1345.3172413793104
11/01/2024,155700.0,SAINT-MELOIR-DES-ONDES,35,Maison,42.0,3.0,2024,3707.1428571428573
04/12/2024,140800.0,CAPDENAC-GARE,12,Appartement,74.0,4.0,2024,1902.7027027027027
22/05/2024,162000.0,TONNERRE,89,Maison,94.0,4.0,2024,1723.404255319149
19/09/2024,150604.0,MONTPELLIER,34,Appartement,48.0,2.0,2024,3137.5833333333335
27/06/2024,217000.0,LES PAVILLONS-SOUS-BOIS,93,Appartement,64.0,3.0,2024,3390.625
12/06/2024,240000.0,ORTHEZ,64,Maison,195.0,5.0,2024,1230.7692307692307
12/07/2024,450000.0,SARTROUVILLE,78,Appartement,17.0,1.0,2024,26470.58823529412
26/06/2024,60000.0,TERRE-ET-MARAIS,50,Maison,74.0,3.0,2024,810.8108108108108
04/04/2024,82000.0,CASTRES,81,Maison,100.0,5.0,2024,820.0
23/01/2024,225000.0,EXCENEVEX,74,Appartement,46.0,2.0,2024,4891.304347826087
27/05/2024,41000.0,MONTBELIARD,25,Appartement,62.0,4.0,2024,661.2903225806451
22/02/2024,28000.0,MANE,04,Maison,45.0,2.0,2024,622.2222222222222
07/10/2024,114400.0,SAINT ETIENNE DE VILLEREAL,47,Maison,61.0,3.0,2024,1875.4098360655737
31/07/2024,83000.0,MARSEILLE 4EME,13,Appartement,53.0,3.0,2024,1566.0377358490566
08/04/2024,184000.0,RUAUDIN,72,Maison,68.0,4.0,2024,2705.8823529411766
19/11/2024,110000.0,BASTIDE-PUYLAURENT (LA),48,Maison,64.0,3.0,2024,1718.75
02/09/2024,379500.0,LE LAVANDOU,83,Appartement,65.0,3.0,2024,5838.461538461538
01/10/2024,218000.0,LES SEPTVALLONS,02,Maison,74.0,2.0,2024,2945.945945945946
27/12/2024,250000.0,OUTREAU,62,Maison,72.0,4.0,2024,3472.222222222222
02/12/2024,146000.0,FRENEUSE,76,Maison,68.0,4.0,2024,2147.0588235294117
19/12/2024,155000.0,VELIZY VILLACOUBLAY,78,Appartement,34.0,1.0,2024,4558.823529411765
06/12/2024,222000.0,VILLEPINTE,93,Maison,68.0,3.0,2024,3264.705882352941
16/09/2024,21333.33,ROCHETAILLEE,52,Maison,122.0,4.0,2024,174.86336065573772
28/03/2024,185000.0,SAMOUSSY,02,Maison,124.0,5.0,2024,1491.9354838709678
29/01/2024,63000.0,SAINT-CEZAIRE-SUR-SIAGNE,06,Appartement,23.0,1.0,2024,2739.1304347826085
09/04/2024,110000.0,LOUVIGNE,53,Maison,71.0,4.0,2024,1549.2957746478874
19/12/2024,63063.0,BORDEAUX,33,Maison,41.0,2.0,2024,1538.121951219512
19/02/2024,375304.0,BOURG-LA-REINE,92,Appartement,65.0,3.0,2024,5773.907692307693
10/06/2024,190000.0,SURESNES,92,Appartement,34.0,2.0,2024,5588.235294117647
16/05/2024,188714.55,PARIS 18,75,Appartement,45.0,1.0,2024,4193.656666666667
25/06/2024,117800.0,ECQUEDECQUES,62,Maison,90.0,4.0,2024,1308.888888888889
12/02/2024,150000.0,DESCARTES,37,Appartement,60.0,3.0,2024,2500.0
15/11/2024,266100.0,BAGARD,30,Maison,95.0,4.0,2024,2801.0526315789475
25/11/2024,200000.0,IS SUR TILLE,21,Maison,92.0,5.0,2024,2173.913043478261
19/12/2024,178500.0,COMMELLE-VERNAY,42,Maison,103.0,4.0,2024,1733.009708737864
09/07/2024,285000.0,BRANVILLE,14,Maison,94.0,5.0,2024,3031.9148936170213
13/05/2024,170000.0,LA HAGUE,50,Maison,105.0,4.0,2024,1619.047619047619
26/01/2024,220000.0,NICE,06,Appartement,56.0,3.0,2024,3928.5714285714284
12/12/2024,398500.0,SCEY-MAISIERES,25,Maison,155.0,6.0,2024,2570.967741935484
25/07/2024,115000.0,TOULON,83,Appartement,53.0,4.0,2024,2169.811320754717
19/12/2024,1186263.5,VILLEFRANCHE-SUR-MER,06,Appartement,58.0,2.0,2024,20452.818965517243
17/12/2024,150200.0,MILLERY,54,Maison,137.0,5.0,2024,1096.3503649635036
29/06/2024,165000.0,ST-OUEN-DU-TILLEUL,27,Maison,114.0,4.0,2024,1447.3684210526317
25/10/2024,330000.0,LA FRESNAIS,35,Maison,134.0,7.0,2024,2462.686567164179
11/07/2024,325000.0,MALVILLE,44,Maison,165.0,7.0,2024,1969.6969696969697
23/02/2024,410000.0,MEUDON,92,Appartement,73.0,3.0,2024,5616.438356164384
04/12/2024,180000.0,PONT-SCORFF,56,Maison,101.0,6.0,2024,1782.1782178217823
04/09/2024,177000.0,ST-DENIS-DE-PILE,33,Maison,78.0,3.0,2024,2269.230769230769
01/08/2024,179000.0,UNIEUX,42,Appartement,75.0,3.0,2024,2386.6666666666665
26/09/2024,150000.0,FONTAINEBLEAU,77,Appartement,48.0,2.0,2024,3125.0
19/09/2024,78900.0,NOIDANS-LES-VESOUL,70,Maison,65.0,3.0,2024,1213.8461538461538
16/07/2024,145000.0,TOULOUSE,31,Appartement,50.0,2.0,2024,2900.0
25/06/2024,360000.0,CHAPELLE-HEULIN (LA),44,Maison,101.0,4.0,2024,3564.3564356435645
27/02/2024,140000.0,BACQUEVILLE-EN-CAUX,76,Maison,88.0,4.0,2024,1590.909090909091
27/12/2024,251100.0,TOULOUSE,31,Appartement,87.0,4.0,2024,2886.206896551724
22/03/2024,102000.0,ANTEUIL,25,Maison,78.0,4.0,2024,1307.6923076923076
20/12/2024,463500.0,PARIS 13,75,Appartement,60.0,3.0,2024,7725.0
09/09/2024,720000.0,LE TIGNET,06,Maison,139.0,4.0,2024,5179.856115107914
27/03/2024,67000.0,PASSY,74,Appartement,25.0,1.0,2024,2680.0
01/08/2024,123500.0,TOULON,83,Appartement,54.0,3.0,2024,2287.037037037037
18/12/2024,49931.0,LILLE,59,Appartement,29.0,2.0,2024,1721.7586206896551
11/09/2024,140000.0,CASTELJALOUX,47,Maison,100.0,4.0,2024,1400.0
07/06/2024,574177.0,PLEUMEUR-BODOU,22,Appartement,111.0,4.0,2024,5172.7657657657655
06/12/2024,330000.0,VENDEVILLE,59,Maison,94.0,4.0,2024,3510.6382978723404
20/12/2024,79000.0,LYON 1ER,69,Appartement,13.0,1.0,2024,6076.923076923077
19/03/2024,83000.0,TOUQUES,14,Appartement,35.0,2.0,2024,2371.4285714285716
19/07/2024,168500.0,LAXOU,54,Appartement,42.0,2.0,2024,4011.904761904762
05/08/2024,175000.0,RENNES,35,Appartement,42.0,2.0,2024,4166.666666666667
23/10/2024,180000.0,SAINT-VINCENT-SUR-GRAON,85,Maison,112.0,5.0,2024,1607.142857142857
15/07/2024,233000.0,JOEUF,54,Appartement,115.0,5.0,2024,2026.0869565217392
28/10/2024,2035000.0,NOGENT-SUR-MARNE,94,Maison,279.0,8.0,2024,7293.906810035843
29/02/2024,280000.0,MARTRES TOLOSANE,31,Appartement,103.0,3.0,2024,2718.4466019417478
27/06/2024,228000.0,SAINT-PALAIS-SUR-MER,17,Appartement,76.0,4.0,2024,3000.0
22/07/2024,110100.0,NANTES,44,Appartement,27.0,2.0,2024,4077.777777777778
21/05/2024,600000.0,CAISSARGUES,30,Appartement,125.0,3.0,2024,4800.0
14/06/2024,143000.0,ST OUEN L AUMONE,95,Appartement,43.0,2.0,2024,3325.5813953488373
10/04/2024,147000.0,SORNAY,71,Maison,80.0,5.0,2024,1837.5
19/07/2024,80000.0,PETIT QUEVILLY (LE),76,Maison,60.0,3.0,2024,1333.3333333333333
20/11/2024,95130.0,BRECE,53,Maison,110.0,4.0,2024,864.8181818181819
16/01/2024,225000.0,VITRY-SUR-SEINE,94,Appartement,60.0,3.0,2024,3750.0
15/07/2024,184500.0,BEZONS,95,Appartement,39.0,2.0,2024,4730.7692307692305
23/05/2024,200000.0,ALENCON,61,Maison,158.0,6.0,2024,1265.8227848101267
29/10/2024,140000.0,GENCAY,86,Maison,90.0,4.0,2024,1555.5555555555557
29/07/2024,644550.0,PARIS 18,75,Appartement,57.0,3.0,2024,11307.894736842105
11/07/2024,205700.0,LEZOUX,63,Maison,180.0,8.0,2024,1142.7777777777778
11/07/2024,140000.0,ISSY-LES-MOULINEAUX,92,Appartement,24.0,1.0,2024,5833.333333333333
03/04/2024,800000.0,PARIS 11,75,Appartement,76.0,3.0,2024,10526.315789473685
21/03/2024,75000.0,ESSEY LES NANCY,54,Appartement,49.0,2.0,2024,1530.6122448979593
11/07/2024,365000.0,SAINT-OUEN-SUR-SEINE,93,Appartement,56.0,3.0,2024,6517.857142857143
10/12/2024,110000.0,VITTEFLEUR,76,Maison,60.0,3.0,2024,1833.3333333333333
22/03/2024,30000.0,BEUGNON-THIREUIL,79,Maison,100.0,4.0,2024,300.0
10/12/2024,235050.0,PONT-DE-ROIDE,25,Maison,157.0,7.0,2024,1497.1337579617834
07/11/2024,204850.0,CENON,33,Appartement,99.0,5.0,2024,2069.191919191919
13/02/2024,470000.0,SAINT AUBIN LES ELBEUF,76,Maison,182.0,4.0,2024,2582.4175824175823
23/07/2024,170159.0,MERIGNAC,33,Appartement,69.0,4.0,2024,2466.072463768116
30/04/2024,400000.0,PAU,64,Appartement,70.0,3.0,2024,5714.285714285715
12/12/2024,239500.0,PORTIRAGNES,34,Maison,89.0,5.0,2024,2691.0112359550562
23/09/2024,81500.0,ATHIS-VAL DE ROUVRE,61,Maison,82.0,5.0,2024,993.9024390243902
08/07/2024,315976.2,BRUSQUE,12,Appartement,75.0,4.0,2024,4213.0160000000005
17/06/2024,150000.0,SAINT-MARTIN-DE-BONFOSSE,50,Maison,155.0,5.0,2024,967.741935483871
26/12/2024,131700.0,GRENADE-SUR-L'ADOUR,40,Maison,77.0,3.0,2024,1710.3896103896104
08/07/2024,70000.0,NIORT,79,Appartement,73.0,3.0,2024,958.9041095890411
11/06/2024,440000.0,GREOUX-LES-BAINS,04,Maison,36.0,2.0,2024,12222.222222222223
28/05/2024,117000.0,TRIGUERES,45,Maison,93.0,6.0,2024,1258.0645161290322
09/02/2024,124000.0,LE MANS,72,Appartement,49.0,2.0,2024,2530.612244897959
20/09/2024,144000.0,TOULOUSE,31,Appartement,71.0,4.0,2024,2028.1690140845071
06/05/2024,224400.0,SAINT GERVAIS LES BAINS,74,Appartement,39.0,3.0,2024,5753.846153846154
19/11/2024,95300.0,JOUE L ABBE,72,Maison,55.0,2.0,2024,1732.7272727272727
15/05/2024,79999.0,CONDE SUR L ESCAUT,59,Maison,51.0,3.0,2024,1568.6078431372548
20/06/2024,133500.0,LINAS,91,Appartement,44.0,3.0,2024,3034.090909090909
27/11/2024,65000.0,LA MOTHE SAINT HERAY,79,Maison,106.0,4.0,2024,613.2075471698113
09/02/2024,189000.0,FAGNIERES,51,Maison,80.0,4.0,2024,2362.5
11/12/2024,230000.0,VALENCE,26,Maison,76.0,5.0,2024,3026.315789473684
20/08/2024,239000.0,URY,77,Maison,151.0,4.0,2024,1582.7814569536424
29/11/2024,169000.0,BEZIERS,34,Appartement,216.0,7.0,2024,782.4074074074074
11/07/2024,270000.0,SAINT-VINCENT-DE-COSSE,24,Maison,117.0,2.0,2024,2307.6923076923076
29/03/2024,500000.0,SAINT-VULBAS,01,Appartement,115.0,3.0,2024,4347.826086956522
09/08/2024,40000.0,LUNEVILLE,54,Appartement,60.0,3.0,2024,666.6666666666666
09/01/2024,305200.0,LA CAUNETTE,34,Maison,156.0,5.0,2024,1956.4102564102564
27/06/2024,161000.0,ATHIS-VAL DE ROUVRE,61,Maison,73.0,4.0,2024,2205.4794520547944
09/08/2024,220700.0,BRUNIQUEL,82,Maison,125.0,4.0,2024,1765.6
21/11/2024,600000.0,GRASSE,06,Maison,238.0,8.0,2024,2521.0084033613443
04/12/2024,13600.0,CAYENNE,973,Appartement,40.0,2.0,2024,340.0
26/07/2024,235000.0,VILLEMOMBLE,93,Appartement,83.0,4.0,2024,2831.3253012048194
25/03/2024,185000.0,VILLEJUIF,94,Appartement,68.0,2.0,2024,2720.5882352941176
05/01/2024,190000.0,LE SOURN,56,Maison,107.0,4.0,2024,1775.7009345794393
24/10/2024,135000.0,NEUIL,37,Maison,98.0,4.0,2024,1377.5510204081634
15/11/2024,240000.0,SAMOREAU,77,Maison,87.0,4.0,2024,2758.6206896551726
06/09/2024,643000.0,MONTESSON,78,Maison,143.0,6.0,2024,4496.5034965034965
27/08/2024,258373.0,SAINT-MARCELLIN-EN-FOREZ,42,Maison,100.0,4.0,2024,2583.73
11/03/2024,32500.0,BIHOREL,76,Appartement,51.0,2.0,2024,637.2549019607843
22/02/2024,290000.0,VAIR-SUR-LOIRE,44,Maison,103.0,3.0,2024,2815.5339805825242
18/09/2024,84500.0,BOURBON-L ARCHAMBAULT,03,Appartement,55.0,2.0,2024,1536.3636363636363
19/03/2024,185000.0,PUGET-SUR-ARGENS,83,Appartement,48.0,2.0,2024,3854.1666666666665
14/06/2024,138000.0,SAUMANE-DE-VAUCLUSE,84,Appartement,45.0,3.0,2024,3066.6666666666665
05/06/2024,260000.0,LA CADIERE D AZUR,83,Appartement,54.0,2.0,2024,4814.814814814815
30/04/2024,129000.0,SAINT-BRIEUC,22,Maison,58.0,2.0,2024,2224.137931034483
11/03/2024,65000.0,BOLLEZEELE,59,Appartement,40.0,2.0,2024,1625.0
22/10/2024,343000.0,MOISSY-CRAMAYEL,77,Maison,104.0,5.0,2024,3298.076923076923
16/12/2024,400000.0,SAINTE FOY LES LYON,69,Appartement,81.0,3.0,2024,4938.271604938272
03/12/2024,412400.0,MALISSARD,26,Maison,133.0,6.0,2024,3100.751879699248
28/03/2024,200000.0,PARIS 11,75,Appartement,23.0,2.0,2024,8695.652173913044
19/04/2024,30000.0,FIGEAC,46,Appartement,35.0,2.0,2024,857.1428571428571
30/08/2024,177000.0,SAINT LEGER AUX BOIS,60,Maison,90.0,6.0,2024,1966.6666666666667
10/01/2024,210000.0,RUAUDIN,72,Maison,136.0,6.0,2024,1544.1176470588234
02/02/2024,175000.0,TRINITE-DU-MONT (LA),76,Maison,89.0,4.0,2024,1966.2921348314608
08/11/2024,630000.0,CHAMPIGNY-SUR-MARNE,94,Maison,138.0,5.0,2024,4565.217391304348
12/12/2024,160000.0,MARSEILLE 6EME,13,Appartement,74.0,3.0,2024,2162.162162162162
01/07/2024,576000.0,OZOIR LA FERRIERE,77,Maison,157.0,6.0,2024,3668.7898089171977
22/03/2024,53000.0,DRACY,89,Maison,115.0,4.0,2024,460.8695652173913
22/08/2024,427800.0,CLERMONT FERRAND,63,Maison,120.0,4.0,2024,3565.0
09/07/2024,240000.0,L'AIGLE,61,Maison,96.0,5.0,2024,2500.0
08/04/2024,132000.0,ECHIROLLES,38,Appartement,45.0,2.0,2024,2933.3333333333335
05/03/2024,320000.0,CIVRIEUX,01,Appartement,72.0,2.0,2024,4444.444444444444
04/10/2024,347270.0,CHOISY-LE-ROI,94,Appartement,25.0,1.0,2024,13890.8
07/03/2024,220000.0,GISCOS,33,Maison,115.0,3.0,2024,1913.0434782608695
11/12/2024,309300.0,MARSEILLE 9EME,13,Appartement,74.0,3.0,2024,4179.72972972973
25/06/2024,122000.0,BRAY-SAINT AIGNAN,45,Maison,31.0,2.0,2024,3935.483870967742
07/05/2024,230000.0,CANNES,06,Appartement,44.0,2.0,2024,5227.272727272727
28/03/2024,200000.0,SAINT DENIS,974,Appartement,62.0,3.0,2024,3225.8064516129034
04/11/2024,320000.0,SAINT PIERRE,974,Maison,50.0,4.0,2024,6400.0
05/01/2024,195000.0,PIERREFITTE-SUR-SEINE,93,Maison,68.0,4.0,2024,2867.6470588235293
